Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
28,Andre Barrett,PG,24,CHI,6,29,8.2,0.5,0,0,4,15.6,9.8,38.2,0,0,33.3,18.4,,0,0,0,0.014,,-5.6,-1.6,-7.1,0
29,Earl Barron,C,25,MIA,28,203,6.6,0.357,0.012,0.217,11.3,12.5,11.9,4,1.6,1.6,10.8,23.8,,-0.5,0.2,-0.3,-0.062,,-8.1,-2.3,-10.4,-0.4
30,Brent Barry,SG,35,SAS,75,1631,16.6,0.666,0.675,0.275,1.3,10.2,5.9,13.3,1.8,0.5,11.3,15.6,,4.2,2.6,6.8,0.201,,3.5,0.4,3.9,2.4
31,Brandon Bass,PF,21,NOK,21,162,7.2,0.411,0.023,0.364,9.1,21.9,15.3,2.8,0.7,1.5,16.4,17.2,,-0.2,0.2,0,-0.011,,-7.2,-1.5,-8.7,-0.3
32,Maceo Baston,PF,31,IND,47,405,13.7,0.714,0.092,0.618,5.9,15.4,10.6,6.5,1.5,3.4,24.9,14.2,,0.5,0.5,1.1,0.127,,-1.9,1.4,-0.6,0.1
33,Esteban Batista,PF,23,ATL,13,81,12.5,0.524,0,0.438,10.3,34.6,22.3,8.1,2,0,17.3,13.1,,0,0.1,0.2,0.101,,-3.8,-0.1,-4,0
34,Tony Battie,PF,30,ORL,66,1575,9.8,0.513,0.003,0.214,7.4,19.3,13.5,3.6,1,1.5,13.4,13.4,,0.6,2.1,2.7,0.081,,-2.9,0.6,-2.3,-0.1
35,Shane Battier,SF,28,HOU,82,2988,12,0.589,0.57,0.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,,4.4,4.6,9,0.144,,0.8,2.5,3.3,4
36,Charlie Bell,SG,27,MIL,82,2848,13.1,0.53,0.371,0.172,2.3,7.6,4.9,13.6,1.8,0.1,9,18.3,,3.6,0.4,4,0.068,,1.2,-1.9,-0.7,1
37,Raja Bell,SG,30,PHO,78,2917,12,0.562,0.522,0.16,2,7.7,5,9.5,0.9,0.5,7.5,17,,4.2,1.6,5.8,0.095,,2.3,-0.5,1.8,2.8
38,Mike Bibby,PG,28,SAC,82,2784,16,0.532,0.413,0.298,1.6,9.6,5.5,24.3,1.6,0.2,13,24.5,,2.9,1.5,4.4,0.076,,2.1,-2,0.1,1.4
39,Andris Biedriņš,C,20,GSW,82,2382,16.2,0.598,0,0.287,11.3,24,17.5,5.4,1.4,4.3,15.4,13.8,,3.5,3.3,6.7,0.136,,-1.1,2.5,1.4,2.1
40,Chauncey Billups,PG,30,DET,70,2533,21.3,0.591,0.388,0.536,1.1,10,5.6,32.9,1.8,0.5,12.2,21.5,,8.7,2.7,11.4,0.216,,5.4,-0.9,4.4,4.1
41,Steve Blake,PG,26,TOT,82,2225,9.9,0.491,0.409,0.126,1.1,7.5,4.3,26.1,1.4,0.3,19.4,13,,1,1.1,2.1,0.045,,-1.4,-1.7,-3.1,-0.6
41,Steve Blake,PG,26,MIL,33,583,6.8,0.435,0.527,0.155,1.4,7.8,4.5,20.3,0.9,0.4,16.9,12.8,,-0.1,0,-0.1,-0.008,,-2.8,-3,-5.8,-0.6
41,Steve Blake,PG,26,DEN,49,1642,11,0.511,0.368,0.116,1,7.4,4.3,28.2,1.5,0.2,20.2,13.1,,1.1,1.1,2.2,0.064,,-0.9,-1.3,-2.1,-0.1
42,Will Blalock,PG,23,DET,14,166,4.5,0.383,0.167,0.2,4.3,6.4,5.4,14.9,1.7,0,26.9,12.8,,-0.3,0.1,-0.1,-0.032,,-5.4,-0.2,-5.7,-0.2
43,Andray Blatche,PF,20,WAS,56,682,12.1,0.471,0.137,0.249,12.6,19.8,16.1,8.8,1.3,3.6,18.3,17.2,,-0.1,0.5,0.5,0.033,,-2.8,0.4,-2.4,-0.1
44,Mark Blount,C,31,MIN,82,2544,12.7,0.546,0.037,0.232,6.6,16.9,11.9,4.5,0.9,1.8,14.7,19.8,,0.6,2.2,2.8,0.052,,-2.7,-0.5,-3.2,-0.8
45,Keith Bogans,SG,26,ORL,59,990,9.2,0.546,0.559,0.257,2,9.4,5.8,9.5,1.5,0.2,14.4,14.9,,0.7,1,1.7,0.08,,-0.4,-1,-1.3,0.2
46,Andrew Bogut,C,22,MIL,66,2258,15.5,0.566,0.008,0.308,8.7,21.9,15.2,13.9,1.1,1.2,17.4,17.3,,2.6,1.4,4,0.085,,-0.1,0.7,0.5,1.4
47,Matt Bonner,PF,26,SAS,56,653,16.4,0.542,0.397,0.16,12.3,16.4,14.4,5.7,1.4,1.2,9,20.3,,1.1,1.2,2.2,0.163,,1,-0.6,0.4,0.4
48,Josh Boone,PF,22,NJN,61,669,14.6,0.587,0,0.602,11.4,19.6,15.5,2.6,0.9,2.5,13.2,17.4,,0.9,0.8,1.7,0.122,,-3,-1.4,-4.4,-0.4
49,Calvin Booth,C,30,WAS,44,380,9.6,0.49,0.03,0.152,7.9,16.8,12.3,6.8,0.5,5.9,11.3,9.2,,0.3,0.3,0.6,0.072,,-3.2,1.8,-1.4,0.1
50,Carlos Boozer,PF,25,UTA,74,2557,24.1,0.588,0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,,6.5,3.4,9.9,0.185,,3.4,1.2,4.6,4.3
51,Chris Bosh,C,22,TOR,69,2658,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,,6.1,3.5,9.6,0.174,,1.3,1.3,2.6,3.1
52,Bruce Bowen,SF,35,SAS,82,2464,7.1,0.511,0.497,0.156,1.2,9.4,5.5,7,1.3,0.7,11.5,10.9,,0.4,3.6,4.1,0.079,,-1.4,1.9,0.5,1.5
53,Earl Boykins,PG,30,TOT,66,2031,16.2,0.548,0.311,0.319,2.8,5.1,4,22.7,1.4,0.1,12,21.6,,4.1,0.4,4.5,0.105,,1.9,-3.1,-1.2,0.4
53,Earl Boykins,PG,30,DEN,31,877,17.7,0.542,0.291,0.347,3,5.1,4,24.2,1.4,0.2,10.7,23.8,,2,0.5,2.5,0.134,,2.3,-2.8,-0.5,0.3
53,Earl Boykins,PG,30,MIL,35,1154,15.1,0.554,0.33,0.292,2.6,5.2,3.9,21.5,1.4,0,13.4,19.9,,2.1,-0.1,2,0.083,,1.6,-3.3,-1.7,0.1
54,Cedric Bozeman,SG,23,ATL,23,199,-0.1,0.312,0.333,0.154,1.8,12.3,7,6.9,1.3,0.8,17.8,11.7,,-0.4,0.1,-0.3,-0.077,,-7.2,-1,-8.2,-0.3
55,Elton Brand,PF,27,LAC,80,3077,23.1,0.581,0.001,0.381,10.5,18.3,14.5,14.7,1.3,4.5,12.5,24.3,,7.2,4.3,11.5,0.18,,2.7,2.3,5.1,5.5
56,Ronnie Brewer,SG,21,UTA,56,675,15.2,0.566,0.047,0.43,6.7,6.8,6.7,5.7,2.9,0.7,9.5,16.8,,1.1,0.7,1.7,0.124,,0.1,-0.2,-0.2,0.3
57,Primož Brezec,C,27,CHA,58,838,9.7,0.474,0.011,0.248,11,15.2,13,4.6,0.7,2.1,11.1,18.5,,0,0.6,0.7,0.038,,-3.7,-1.3,-5.1,-0.6
58,Andre Brown,PF,25,SEA,38,271,11.1,0.577,0.014,0.203,11.4,21.4,16.4,1.2,1.2,1.1,26.5,18.4,,-0.2,0.2,0,-0.002,,-5.4,-3.1,-8.5,-0.4
59,Dee Brown,PG,22,UTA,49,450,8.6,0.411,0.286,0.378,2.2,8.6,5.4,26.2,2.6,1.3,21.3,14.5,,-0.2,0.5,0.2,0.024,,-3.4,-0.3,-3.7,-0.2
60,Devin Brown,SG,28,NOK,58,1662,14.3,0.538,0.409,0.279,3.7,13.9,8.7,14.8,1.4,0.4,12.7,19.6,,2.1,1.5,3.5,0.102,,1.3,-0.3,1,1.2
61,Kwame Brown,C,24,LAL,41,1132,13.7,0.573,0.004,0.554,8.4,16.7,12.6,10.2,1.8,3.3,20.2,15,,0.7,1.2,1.9,0.08,,-1.4,2.1,0.7,0.8
62,P.J. Brown,PF,37,CHI,72,1456,9.7,0.462,0.005,0.292,10.2,17,13.6,5,0.8,2.8,15.3,17,,-0.4,2.7,2.3,0.075,,-4.5,1.6,-3,-0.4
63,Shannon Brown,SG,21,CLE,23,202,7.5,0.455,0.338,0.189,3.4,8.9,6,8.1,1.8,1.2,14.9,21.1,,-0.2,0.3,0.1,0.015,,-4.4,-0.7,-5.1,-0.2
64,Kobe Bryant,SG,28,LAL,77,3140,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,,10.8,2.2,13,0.199,,6.1,-1.4,4.7,5.3
65,Greg Buckner,SG,30,DAL,76,1372,7.8,0.486,0.344,0.114,3.1,10.6,6.9,7.6,1.8,0.4,11.3,12,,0.4,1.7,2.2,0.076,,-1.5,1,-0.4,0.5
66,Pat Burke,C,33,PHO,23,164,9.3,0.424,0.338,0.2,9,23.7,16.7,4.3,0.9,0.9,9,21.3,,-0.1,0.2,0.1,0.015,,-4.6,-2.3,-6.9,-0.2
67,Caron Butler,SF,26,WAS,63,2474,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,,3.4,1.9,5.3,0.103,,1.4,0.5,1.9,2.5
68,Jackie Butler,C,21,SAS,11,103,9.6,0.52,0,0.286,7.3,18,12.9,8.1,1,0,20.2,22.8,,-0.1,0.2,0.1,0.047,,-5.4,-0.7,-6.1,-0.1
69,Rasual Butler,SF,27,NOK,81,2223,10.8,0.495,0.461,0.11,2.1,11.4,6.7,4.7,1,1.9,7.5,18.3,,0.8,1.8,2.6,0.056,,-1,-0.8,-1.7,0.2
70,Andrew Bynum,C,19,LAL,82,1793,15.4,0.593,0.007,0.483,9.2,22.3,15.8,8.2,0.3,5.4,17.6,16.3,,2.3,1.9,4.2,0.112,,-2,1.5,-0.5,0.7
71,José Calderón,PG,25,TOR,77,1614,19.1,0.588,0.149,0.283,1.5,8.3,4.9,39.7,2,0.2,16.2,19.5,,4,1.5,5.4,0.162,,2.1,-2,0.1,0.9
72,Marcus Camby,C,32,DEN,70,2369,19.1,0.519,0.003,0.335,7.9,30.5,19.4,14.1,1.8,7,13.9,15.9,,2.5,5.1,7.6,0.155,,-1.3,6.7,5.3,4.4
73,Brian Cardinal,PF,29,MEM,28,313,17.7,0.655,0.518,0.318,5,17.6,11.3,16.1,3.6,0.2,19.2,17.3,,0.7,0.3,0.9,0.144,,2.8,0.1,3,0.4
74,Rodney Carney,SF,22,PHI,67,1169,11.4,0.514,0.184,0.222,4,9.1,6.6,3.8,1.7,1.5,9.1,18.7,,0.4,1,1.3,0.055,,-2.1,-1.3,-3.4,-0.4
75,Matt Carroll,SG,26,CHA,72,1878,14.6,0.58,0.406,0.316,2.1,11.2,6.5,8.2,1.5,0.4,8.9,19.9,,3.4,1.2,4.6,0.117,,1.4,-1.7,-0.3,0.8
76,Anthony Carter,PG,31,DEN,2,37,3.3,0.375,0.25,0,0,9,4.6,41.4,0,1.9,42.9,16.2,,-0.1,0,-0.1,-0.115,,-9.2,-4,-13.2,-0.1
77,Vince Carter,SG,30,NJN,82,3126,21.8,0.559,0.273,0.36,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,,7.4,3.1,10.5,0.161,,4.7,-0.6,4.1,4.8
78,Sam Cassell,PG,37,LAC,58,1407,17.1,0.506,0.174,0.291,2.3,11.8,7.1,35.3,1.1,0.4,12.5,26.5,,1.7,1,2.8,0.095,,1.4,-2.4,-0.9,0.4
79,Kelvin Cato,C,32,NYK,18,95,12.3,0.403,0,0.545,15.2,23.5,19.4,0,1.7,8.4,18,15.9,,-0.1,0.2,0.1,0.036,,-8.1,-0.2,-8.3,-0.2
80,Tyson Chandler,C,24,NOK,73,2525,17,0.62,0.002,0.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,,4.1,3.8,7.9,0.15,,-0.3,2.8,2.5,2.9
81,Josh Childress,SG,23,ATL,55,2024,16.2,0.586,0.149,0.405,7.2,13.1,10.1,10.8,1.5,1.4,11.6,15.7,,4.1,1.4,5.5,0.13,,1.6,0.4,2,2
82,Doug Christie,SG,36,LAC,7,82,4.1,0.355,0.353,0.176,4.4,11.6,8,14.6,1.9,0.9,21.4,13.1,,-0.1,0.1,-0.1,-0.031,,-5.3,0,-5.3,-0.1
83,Speedy Claxton,PG,28,ATL,42,1054,7.3,0.363,0.101,0.216,1.4,8,4.6,28.1,3.6,0.3,19.8,16.6,,-1.8,1,-0.7,-0.034,,-4.6,-0.5,-5.1,-0.8
84,Jarron Collins,C,28,UTA,82,913,8,0.494,0,0.488,9.5,13.3,11.4,9.5,0.7,0.7,15.2,12,,0.7,0.6,1.3,0.067,,-2,-0.2,-2.2,-0.1
85,Jason Collins,PF,28,NJN,80,1844,3,0.408,0.013,0.841,5.8,14.4,10.1,3.5,1.1,1.6,26.1,7.1,,-1.3,1.9,0.6,0.015,,-5.5,2.1,-3.5,-0.7
86,Mardy Collins,SF,22,NYK,52,777,9.2,0.445,0.206,0.36,4.3,11.5,8,17.4,2.2,0.3,17.8,18.8,,-0.6,0.6,0,0.002,,-3.1,-0.5,-3.7,-0.3
87,Nick Collison,C,26,SEA,82,2378,14.2,0.546,0.003,0.313,11.4,22.2,16.8,5.4,1.1,2.1,14.5,16.2,,2.8,1.8,4.6,0.093,,-1.1,0.3,-0.8,0.7
88,Will Conroy,PG-SG,24,TOT,7,52,1.1,0,0,1.333,6.9,9.1,8.1,23.6,0,0,29.6,6,,-0.1,0,-0.1,-0.062,,-6.5,-1.5,-8,-0.1
88,Will Conroy,SG,24,MEM,3,17,4.2,,,,7,7,7,7.8,0,0,,0,,0,0,0,0.035,,-2.9,-0.1,-3.1,0
88,Will Conroy,PG,24,LAC,4,35,-0.4,0,0,1.333,6.9,10.2,8.6,31.3,0,0,29.6,8.9,,-0.1,0,-0.1,-0.108,,-8.3,-2.1,-10.4,-0.1
89,Brian Cook,PF,26,LAL,65,1018,14.8,0.525,0.282,0.115,7.1,17.6,12.4,10.8,1.3,2,10.6,21.2,,0.9,0.8,1.8,0.083,,-0.6,-1.3,-1.9,0
90,Jamal Crawford,SG,26,NYK,59,2198,14.5,0.517,0.363,0.307,2.4,7.8,5.1,20.9,1.4,0.3,13.9,24.1,,2.3,0.9,3.1,0.069,,1.4,-2,-0.6,0.7
91,Austin Croshere,PF,31,DAL,61,727,10.9,0.463,0.41,0.234,5.6,24.8,15.4,9.2,1,0.6,11.9,17.8,,0.1,1.1,1.3,0.083,,-2.4,0,-2.4,-0.1
92,Eddy Curry,C,24,NYK,81,2849,17,0.603,0.001,0.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,,3.1,1.6,4.7,0.079,,-0.8,-2.1,-2.9,-0.6
93,Samuel Dalembert,C,25,PHI,82,2535,16.1,0.581,0.003,0.34,11.3,23.3,17.4,4.2,1,4.8,17.5,16.7,,2.5,3.6,6.2,0.117,,-1.5,2.1,0.6,1.6
94,Erick Dampier,C,31,DAL,76,1915,14.9,0.642,0,0.572,14,21.5,17.8,3.5,0.7,3.3,20.4,12.8,,3.3,3.1,6.4,0.16,,0,2,2,1.9
95,Antonio Daniels,SG,31,WAS,80,1761,15,0.572,0.162,0.643,1.1,8.9,4.9,24.3,1.1,0.4,12.1,14.2,,4.1,0.2,4.3,0.116,,0.3,-2.8,-2.6,-0.2
96,Marquis Daniels,SG,26,IND,45,800,11.6,0.506,0.093,0.285,3.7,8.3,5.9,12.6,1.8,0.7,14.8,20.8,,-0.1,0.7,0.6,0.036,,-2.7,-1,-3.7,-0.4
97,Baron Davis,PG,27,GSW,63,2221,21,0.53,0.272,0.358,2.5,11.3,6.8,36.9,2.9,1,13.9,26.5,,4.1,2.3,6.4,0.139,,3.5,0,3.4,3.1
98,Dale Davis,C,37,DET,46,464,13.2,0.486,0,0.351,15.1,20,17.5,3.9,1.2,5.7,14.9,10.3,,0.5,0.8,1.3,0.132,,-2.6,3.1,0.5,0.3
99,Paul Davis,C,22,LAC,31,180,11.2,0.452,0,0.192,14.1,15.2,14.6,6.4,1.8,2.2,12.4,16.5,,0,0.2,0.2,0.066,,-3.1,-0.2,-3.4,-0.1
100,Ricky Davis,SF,27,MIN,81,3021,15.9,0.566,0.285,0.262,2.2,10.1,6.2,21.9,1.4,0.6,14.7,21.9,,3.9,1.9,5.7,0.091,,1.8,-1,0.9,2.2
101,Carlos Delfino,SG,24,DET,82,1372,12.8,0.515,0.367,0.237,5.8,17.2,11.5,10.2,1.8,0.5,12.8,16.5,,1,1.9,2.9,0.101,,-0.7,0.4,-0.4,0.6
102,Luol Deng,SF,21,CHI,82,3071,18.7,0.56,0.006,0.295,5.5,15.9,10.8,11.8,1.6,1.2,10,22.2,,5.7,5.6,11.3,0.176,,0.8,1.9,2.7,3.6
103,Boris Diaw,PF,24,PHO,73,2268,13,0.57,0.079,0.211,4.9,11,8.1,21.7,0.6,1.2,19.9,15.4,,3,1.5,4.6,0.097,,0.2,0.8,1,1.7
104,Yakhouba Diawara,SG,24,DEN,64,1177,5.3,0.45,0.582,0.182,2.6,7.8,5.3,6.5,1.3,0.4,10.5,12.8,,-0.2,0.8,0.5,0.021,,-2.3,-0.8,-3.1,-0.3
105,Dan Dickau,PG,28,POR,50,444,12.2,0.476,0.404,0.351,1.9,10.3,6,26.3,1.7,0.2,13.4,21.3,,0.3,0.2,0.4,0.048,,-0.2,-2.9,-3.1,-0.1
106,Travis Diener,PG,24,ORL,26,288,11.6,0.566,0.625,0.188,1.3,6.3,3.9,20,0.7,0,13.1,16,,0.5,0.2,0.7,0.113,,1,-3.5,-2.6,0
107,Ike Diogu,PF,23,TOT,59,760,14.9,0.559,0,0.526,11,19.5,15.2,5.7,0.5,2.6,17,22.9,,0.7,0.8,1.5,0.094,,-3.3,-1.5,-4.9,-0.5
107,Ike Diogu,PF,23,GSW,17,222,18.4,0.601,0,0.53,10.2,21.2,15.6,3.6,0.7,3.8,15,23.1,,0.4,0.2,0.6,0.137,,-2.9,-1.8,-4.7,-0.2
107,Ike Diogu,PF,23,IND,42,538,13.5,0.539,0,0.525,11.4,18.8,15,6.5,0.5,2.1,17.9,22.8,,0.3,0.6,0.9,0.076,,-3.5,-1.4,-4.9,-0.4
108,DeSagana Diop,C,25,DAL,81,1480,10.6,0.503,0.007,0.57,13.8,21.6,17.8,2.8,1.4,5.8,25,7.9,,0.7,3.1,3.8,0.123,,-2.3,4.7,2.4,1.7
109,Juan Dixon,SG,28,TOT,81,1926,11.8,0.516,0.321,0.165,1.7,8.4,5,11,2.1,0.4,11.8,20.7,,0.5,1.2,1.7,0.042,,-0.6,-1.4,-2,0
109,Juan Dixon,SG,28,POR,55,1243,11.2,0.515,0.322,0.162,1.6,7,4.3,11.6,2.1,0.4,13.9,20.9,,0.1,0.5,0.6,0.023,,-0.8,-1.8,-2.6,-0.2
109,Juan Dixon,SG,28,TOR,26,683,12.9,0.517,0.32,0.17,1.9,10.8,6.3,9.9,2,0.2,7.9,20.5,,0.4,0.7,1.1,0.076,,-0.2,-0.7,-0.9,0.2
110,Michael Doleac,C,29,MIA,56,698,11,0.518,0.006,0.234,7.6,18.3,13.1,5.1,1.4,1.7,13.5,15.1,,0.3,0.9,1.2,0.086,,-3.9,0.2,-3.6,-0.3
111,Keyon Dooling,SG,26,ORL,66,1435,11.1,0.501,0.21,0.308,1.9,5.4,3.7,13.1,1.9,0.8,12.2,19.1,,0.7,1.4,2.1,0.071,,-1.4,-1,-2.4,-0.2
112,Quincy Douby,PG,22,SAC,42,359,9,0.449,0.397,0.119,3.5,8.7,6,6.9,2.1,0.9,10.2,18.5,,-0.3,0.3,0,-0.006,,-3.4,-1.7,-5.1,-0.3
113,Chris Duhon,PG,24,CHI,78,1906,11.9,0.529,0.507,0.209,1.4,8.7,5.1,24.4,1.9,0.2,16.6,14.8,,1.9,3,4.8,0.121,,-0.1,0.1,0,1
114,Tim Duncan,C,30,SAS,80,2726,26.1,0.579,0.008,0.502,9.8,27,18.8,18.8,1.3,5.1,14,27.9,,6.3,6.8,13,0.23,,2,5.1,7.1,6.3
115,Mike Dunleavy,SG-PF,26,TOT,82,2580,14.1,0.542,0.264,0.316,3.6,15.5,9.4,14.2,1.6,0.6,13.3,19,,2.6,2.5,5.1,0.095,,-0.1,0.3,0.2,1.4
115,Mike Dunleavy,PF,26,GSW,39,1051,14.6,0.538,0.281,0.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,,1,0.9,1.9,0.086,,-0.3,0,-0.3,0.4
115,Mike Dunleavy,SG,26,IND,43,1529,13.8,0.544,0.25,0.35,3.3,15.4,9.2,12.4,1.6,0.5,12.3,18.5,,1.6,1.6,3.2,0.102,,0.1,0.4,0.6,1
116,Ronald Dupree,SF,26,DET,19,94,7.4,0.358,0,0.29,6.3,15.2,10.7,8.5,2.9,0.8,7.9,19.2,,-0.2,0.2,0,-0.007,,-6,0.4,-5.6,-0.1
117,Monta Ellis,SG,21,GSW,77,2638,15,0.545,0.142,0.354,2.5,7.7,5.1,18.8,2.4,0.6,15.9,22.4,,2,1.9,4,0.072,,-0.4,-0.6,-1,0.7
118,Francisco Elson,C,30,SAS,70,1332,11.2,0.552,0.007,0.284,7.7,22.2,15.2,6.4,1.2,3.3,21.3,14.4,,0.2,2.9,3.1,0.111,,-3.7,3.4,-0.3,0.6
